0.985	0.0712	0.06489	0.07758	0.08909	0.59022	0.0924	0.8163	0.31153	0.1103	0.08412	0.96503	0.07054	0.2029
0.99	0.07175	0.06769	0.07836	0.09274	0.59061	0.09389	0.81644	0.31615	0.11024	0.08615	0.96396	0.07133	0.20444
0.995	0.07285	0.07063	0.07967	0.09695	0.58992	0.09554	0.81645	0.32166	0.11035	0.08861	0.96432	0.07246	0.20621
1	0.07349	0.07415	0.08051	0.10149	0.58963	0.09789	0.81563	0.32621	0.11073	0.09118	0.96387	0.07401	0.2086
1.005	0.07471	0.07817	0.08228	0.1067	0.58965	0.1005	0.81597	0.33194	0.11168	0.09483	0.96394	0.07531	0.21112
1.01	0.07625	0.08264	0.08429	0.11281	0.58964	0.10348	0.81622	0.33732	0.1123	0.09874	0.96392	0.07736	0.21467
1.015	0.07808	0.08709	0.08639	0.11919	0.59019	0.10728	0.81629	0.34407	0.11415	0.1032	0.96501	0.07923	0.21963
1.02	0.07978	0.09261	0.08831	0.12657	0.59027	0.11147	0.81719	0.34918	0.11583	0.10859	0.96525	0.08224	0.22403
1.025	0.08202	0.09801	0.09145	0.1345	0.58885	0.11588	0.81758	0.35603	0.11827	0.11392	0.96512	0.08484	0.22988
1.03	0.08383	0.104	0.09505	0.14298	0.58946	0.122	0.81691	0.36131	0.12117	0.12039	0.96491	0.08813	0.23512
1.035	0.0869	0.10978	0.09858	0.15237	0.58935	0.12827	0.81777	0.36823	0.12394	0.1271	0.9649	0.09192	0.24165
1.04	0.08956	0.11646	0.10256	0.16231	0.5896	0.13516	0.81772	0.37417	0.12783	0.13554	0.96475	0.09601	0.24852
1.045	0.09097	0.1228	0.10661	0.17324	0.58937	0.14317	0.81728	0.38049	0.13094	0.14413	0.96671	0.10034	0.25699
1.05	0.09534	0.12961	0.11183	0.18408	0.5898	0.15162	0.81751	0.38678	0.13608	0.15285	0.96589	0.10591	0.26569
1.055	0.09743	0.13598	0.11674	0.19525	0.58977	0.16129	0.81818	0.393	0.14044	0.16316	0.96619	0.11167	0.27468
1.06	0.10106	0.1424	0.12358	0.20673	0.58919	0.17178	0.81843	0.39932	0.14638	0.17382	0.96607	0.1181	0.28542
1.065	0.10417	0.14806	0.12992	0.21848	0.58894	0.18302	0.81788	0.40525	0.15195	0.18465	0.96631	0.12484	0.29559
1.07	0.10786	0.1534	0.13783	0.22994	0.58945	0.19486	0.81741	0.41115	0.15888	0.19625	0.96703	0.13235	0.30747
1.075	0.1107	0.15923	0.14523	0.24148	0.58907	0.20739	0.8183	0.41723	0.16507	0.20757	0.96747	0.13984	0.31843
1.08	0.11391	0.16409	0.15349	0.25337	0.58898	0.22113	0.81892	0.42392	0.17249	0.21998	0.96788	0.14867	0.33145
1.085	0.11705	0.16841	0.16123	0.26387	0.58893	0.23519	0.81743	0.42885	0.18019	0.2325	0.96793	0.15688	0.34434
1.09	0.11996	0.17244	0.17007	0.27455	0.58872	0.24831	0.81746	0.43552	0.18788	0.2439	0.96812	0.16602	0.35615
1.095	0.12285	0.17595	0.17817	0.28392	0.58828	0.26227	0.81909	0.44055	0.19564	0.25602	0.96762	0.17603	0.3693
1.1	0.1252	0.17927	0.18719	0.29378	0.58855	0.27658	0.81923	0.44608	0.20223	0.2681	0.96776	0.18635	0.38185
1.105	0.12775	0.18199	0.19502	0.3015	0.58819	0.28921	0.81884	0.4504	0.21026	0.27859	0.96873	0.19571	0.3948
1.11	0.13024	0.18563	0.20312	0.30886	0.58863	0.30195	0.81852	0.45528	0.21675	0.28922	0.9683	0.20521	0.40577
1.115	0.13224	0.18641	0.2113	0.31623	0.58855	0.31399	0.81877	0.45988	0.22456	0.29904	0.96798	0.21405	0.41803
1.12	0.13374	0.18865	0.21931	0.32222	0.58849	0.32525	0.81931	0.4642	0.23179	0.30851	0.9685	0.22292	0.42897
1.125	0.13514	0.19023	0.22554	0.32696	0.58812	0.33493	0.81987	0.46736	0.23738	0.31617	0.96843	0.23117	0.43826
1.13	0.13672	0.19199	0.23186	0.33137	0.58804	0.34439	0.81957	0.4706	0.24331	0.32489	0.96778	0.23857	0.44719
1.135	0.13795	0.19197	0.23669	0.33524	0.58794	0.35264	0.81914	0.47438	0.24902	0.33092	0.96903	0.24578	0.45608
1.14	0.1387	0.19284	0.24158	0.33886	0.58773	0.35978	0.81978	0.47749	0.25328	0.33624	0.96766	0.25168	0.46369
1.145	0.14002	0.19393	0.2462	0.3421	0.58668	0.36573	0.81878	0.47959	0.25759	0.34238	0.96843	0.25674	0.47045
1.15	0.14088	0.1942	0.24934	0.34421	0.58772	0.37107	0.8196	0.48099	0.26121	0.3472	0.96853	0.26172	0.47611
1.155	0.14172	0.19461	0.25198	0.34633	0.58755	0.37573	0.81925	0.48305	0.26453	0.35143	0.96773	0.26622	0.48186
1.16	0.14244	0.19555	0.25497	0.34858	0.58764	0.38026	0.81945	0.48494	0.26777	0.35532	0.96886	0.27012	0.48626
1.165	0.14331	0.19612	0.25668	0.34995	0.58671	0.38376	0.81965	0.48665	0.26974	0.3581	0.96831	0.27323	0.48985
1.17	0.14396	0.19678	0.25875	0.35161	0.58728	0.38583	0.81967	0.48779	0.27276	0.36123	0.96842	0.27619	0.49404
1.175	0.14484	0.19684	0.26103	0.35356	0.58698	0.38876	0.8199	0.4898	0.27429	0.36376	0.96963	0.2782	0.49688
1.18	0.14478	0.19741	0.26207	0.35486	0.58709	0.3912	0.82085	0.49066	0.27597	0.36624	0.96908	0.2807	0.50028
1.185	0.14601	0.19804	0.26218	0.35601	0.58672	0.39287	0.82006	0.49167	0.27804	0.36939	0.96884	0.28193	0.50321
1.19	0.1464	0.19859	0.26374	0.35793	0.58699	0.39533	0.8197	0.49269	0.27936	0.37114	0.96844	0.28376	0.50505
1.195	0.14709	0.1991	0.26577	0.35925	0.58634	0.39713	0.81972	0.49392	0.28088	0.37352	0.9702	0.28565	0.50766
1.2	0.14787	0.19976	0.26558	0.36137	0.58591	0.39929	0.82197	0.49517	0.28219	0.37545	0.96941	0.2867	0.50974
1.205	0.14856	0.20016	0.26647	0.36311	0.58593	0.40082	0.82138	0.4969	0.28308	0.37736	0.96966	0.2881	0.51219
1.21	0.14903	0.20195	0.26785	0.36529	0.58628	0.40183	0.81998	0.49812	0.2841	0.37962	0.9697	0.29057	0.51457
1.215	0.14972	0.20178	0.26851	0.36668	0.58559	0.40376	0.82038	0.49915	0.28518	0.38152	0.96925	0.29091	0.51479
1.22	0.15073	0.20286	0.26984	0.36931	0.58579	0.40549	0.82062	0.49999	0.28652	0.38414	0.96954	0.29228	0.51763
1.225	0.15187	0.20416	0.27034	0.37174	0.58592	0.40718	0.81928	0.50035	0.28767	0.38619	0.97007	0.2943	0.52124
1.23	0.15258	0.20474	0.27203	0.37411	0.58542	0.40941	0.81974	0.50183	0.28878	0.38859	0.97043	0.29522	0.52341
1.235	0.15351	0.20587	0.27362	0.37608	0.58628	0.41131	0.82052	0.50334	0.29013	0.39085	0.97023	0.29685	0.52544
1.24	0.15439	0.20653	0.27476	0.37966	0.58495	0.4134	0.82001	0.50477	0.29137	0.39316	0.97044	0.29872	0.52823
1.245	0.15579	0.20772	0.27664	0.3818	0.58427	0.41541	0.81933	0.50591	0.29213	0.39573	0.97034	0.30015	0.52981
1.25	0.15657	0.20868	0.27805	0.385	0.58512	0.41764	0.81956	0.50678	0.29346	0.39831	0.97046	0.30237	0.53296
1.255	0.15797	0.20913	0.28026	0.38817	0.58433	0.4201	0.82022	0.50832	0.29517	0.40104	0.97028	0.30415	0.53607
1.26	0.15919	0.21088	0.28234	0.3913	0.58475	0.42274	0.81975	0.50965	0.2966	0.40438	0.97124	0.30654	0.53879
1.265	0.16044	0.21158	0.2843	0.39509	0.58426	0.42639	0.8199	0.5111	0.29722	0.40718	0.97119	0.30833	0.54213
1.27	0.16203	0.21293	0.28627	0.39844	0.58424	0.42942	0.82043	0.51182	0.29885	0.41024	0.97018	0.31127	0.54541
1.275	0.16258	0.21424	0.28877	0.40235	0.58343	0.43168	0.81883	0.513	0.30001	0.41289	0.96995	0.31325	0.54774
1.28	0.16518	0.21537	0.2906	0.40589	0.58273	0.43487	0.81947	0.51379	0.3013	0.41619	0.96871	0.3156	0.55023
1.285	0.16623	0.21668	0.29356	0.41055	0.58239	0.43925	0.81974	0.51493	0.30353	0.41951	0.96845	0.31846	0.55292
1.29	0.16832	0.21784	0.29596	0.41413	0.58234	0.44272	0.82009	0.51568	0.3047	0.42312	0.96867	0.32087	0.55634
1.295	0.16994	0.21973	0.2979	0.4177	0.58303	0.44633	0.81994	0.51727	0.30646	0.42629	0.96913	0.32438	0.56061
1.3	0.17144	0.22045	0.30078	0.42175	0.58215	0.44989	0.82029	0.51872	0.30789	0.43019	0.96858	0.32709	0.5641
1.305	0.17326	0.22237	0.30392	0.42621	0.58197	0.45425	0.81986	0.51985	0.30975	0.43418	0.96963	0.32949	0.56685
1.31	0.17471	0.22346	0.30758	0.43027	0.58227	0.4585	0.8203	0.52085	0.31104	0.43765	0.96813	0.33265	0.57072
