RELAB ID	DL_CMP-051	DL-CMP-057	DL-CMP-058	DL-CMP-055	DL-CMP-050	DL-CMP-054	DL-CMP-086	DL-CMP-060	DL-CMP-072	DL-CMP-087	DL-CMP-084	DL-CMP-078	DL-CMP-067	DL-CMP-073	DL-CMP-068	DL-CMP-074	DL-CMP-066	DL-CMP-085	DL-CMP-032	DL-CMP-077	DL-CMP-075	DL-CMP-079	DL-CMP-071	DL-CMP-076	DL-CMP-070
Wavelength (um)	051 - Wo27 En39 Fs34	057 - Wo25 En36 Fs39	058 - Wo27 En28 Fs45	055 - Wo26 En18 Fs56	050 - Wo23 En19 Fs58	054 - Wo23 En6 Fs70	086 - Wo25 Fs75	060- Wo30 En70	072 - Wo30 En70	087 - Wo29 Fs71	084 - Wo35 Fs65	078 - Wo38 En63	067 - Wo39 En52 Fs9	073 - Wo39 En36 Fs25	068 - Wo38 En29 Fs33	074 - Wo39 En24 Fs37	066 - Wo38 En15 Fs48	085 - Wo39 Fs61	032 - Wo46 En54	077 - Wo45 En52 Fs3	075 - Wo45 En46 Fs9	079 - Wo47 En38 Fs15	071 - Wo46 En23 Fs31	076 - Wo46 En18 Fs35	070 - Wo45 En14 Fs41
1.805	0.51285	0.31723	0.62843	0.57237	0.4407	0.40385	0.2409	0.7721	0.73582	0.49137	0.42403	0.90927	0.569	0.36585	0.59575	0.52794	0.65401	0.50369	0.97298	0.67261	0.68055	0.33791	0.43613	0.19005	0.66166
1.81	0.51016	0.31639	0.62396	0.56781	0.43626	0.39888	0.23986	0.77181	0.73546	0.48758	0.42141	0.9087	0.56713	0.36535	0.59157	0.52544	0.64958	0.50244	0.9725	0.67133	0.67845	0.33751	0.43484	0.19008	0.65907
1.815	0.50514	0.31455	0.61959	0.56274	0.4308	0.394	0.23942	0.77143	0.73552	0.48467	0.41954	0.90911	0.56559	0.36445	0.58774	0.52336	0.64616	0.5023	0.97195	0.66985	0.67625	0.33689	0.43456	0.18985	0.65688
1.82	0.50097	0.3129	0.61584	0.55719	0.42546	0.3887	0.23829	0.77109	0.73548	0.47952	0.41674	0.90834	0.56307	0.36443	0.58411	0.52111	0.64172	0.50105	0.97129	0.66918	0.675	0.33679	0.433	0.1898	0.65296
1.825	0.49864	0.31139	0.61165	0.55265	0.42023	0.38458	0.23726	0.77124	0.73605	0.47569	0.41454	0.90845	0.56236	0.36422	0.58102	0.51954	0.63867	0.50044	0.97306	0.66818	0.67353	0.33611	0.43228	0.18964	0.65049
1.83	0.49448	0.31014	0.60761	0.54781	0.41538	0.37902	0.23607	0.77142	0.73566	0.47143	0.41229	0.90893	0.56062	0.36285	0.57715	0.51691	0.63491	0.49912	0.97164	0.66659	0.67174	0.33579	0.43126	0.18968	0.6479
1.835	0.49004	0.30888	0.60426	0.54289	0.41062	0.37445	0.23568	0.77155	0.73544	0.46901	0.40955	0.90832	0.55856	0.36254	0.57266	0.51475	0.63109	0.49851	0.97147	0.66581	0.66883	0.33516	0.43	0.18941	0.64529
1.84	0.48607	0.30681	0.60019	0.53826	0.40478	0.36959	0.23391	0.77103	0.7367	0.4615	0.40667	0.90778	0.55652	0.36137	0.57139	0.51165	0.6275	0.49713	0.97259	0.66491	0.66928	0.3343	0.43011	0.18936	0.64126
1.845	0.48387	0.30562	0.59586	0.53357	0.40037	0.36501	0.23281	0.77123	0.73642	0.4603	0.4041	0.90962	0.55553	0.36138	0.56628	0.50937	0.62455	0.4962	0.97315	0.6641	0.66668	0.33384	0.42889	0.18948	0.6398
1.85	0.47967	0.30339	0.59152	0.52869	0.39533	0.36117	0.23156	0.77185	0.73673	0.45438	0.40112	0.9089	0.55397	0.36006	0.56419	0.5061	0.62102	0.49465	0.97335	0.66243	0.66586	0.33356	0.42849	0.1898	0.63685
1.855	0.47604	0.30237	0.58736	0.52326	0.39111	0.35627	0.23075	0.77118	0.73616	0.45118	0.39913	0.91005	0.55202	0.35975	0.55932	0.50455	0.61664	0.49432	0.97268	0.66045	0.66345	0.33327	0.42676	0.18964	0.63303
1.86	0.471	0.29955	0.5827	0.51758	0.38597	0.35096	0.2296	0.77055	0.7365	0.44728	0.39651	0.90804	0.54967	0.35805	0.55555	0.50138	0.61195	0.49296	0.97124	0.65937	0.66248	0.33224	0.42561	0.18982	0.62896
1.865	0.46879	0.29904	0.57913	0.51302	0.38154	0.34561	0.2284	0.77147	0.73526	0.44287	0.39382	0.90949	0.54743	0.35804	0.54944	0.49889	0.60769	0.49135	0.97179	0.65881	0.65951	0.33164	0.42343	0.18954	0.62663
1.87	0.46373	0.29746	0.57659	0.50924	0.37586	0.34137	0.22729	0.7719	0.73411	0.43846	0.39104	0.90937	0.54499	0.35691	0.54537	0.49687	0.60278	0.49008	0.97222	0.65735	0.65789	0.33145	0.42311	0.18951	0.62361
1.875	0.45977	0.29496	0.56969	0.50362	0.37146	0.33827	0.22615	0.76963	0.73873	0.43458	0.38842	0.90853	0.54531	0.35605	0.54591	0.49293	0.60134	0.48903	0.97139	0.65506	0.65556	0.33051	0.42172	0.1896	0.61961
1.88	0.45537	0.29302	0.56601	0.49947	0.36823	0.33337	0.22491	0.76966	0.73708	0.4299	0.38517	0.9089	0.54255	0.35572	0.54009	0.49051	0.59661	0.48717	0.9708	0.65394	0.65391	0.32972	0.42033	0.18902	0.61539
1.885	0.4523	0.29202	0.56242	0.49409	0.36296	0.32824	0.22369	0.77056	0.7355	0.42529	0.3827	0.90878	0.53951	0.35458	0.53472	0.48832	0.59118	0.48612	0.97102	0.6538	0.65159	0.32883	0.41927	0.18945	0.61318
1.89	0.44776	0.29032	0.55835	0.48894	0.35658	0.32336	0.2224	0.76927	0.73461	0.42147	0.37935	0.9067	0.5371	0.35392	0.53035	0.48565	0.58697	0.48509	0.96905	0.65075	0.64779	0.32752	0.41669	0.18874	0.60846
1.895	0.44356	0.28805	0.55345	0.48394	0.35336	0.31828	0.22108	0.76893	0.73444	0.41688	0.37652	0.90594	0.53438	0.35276	0.52535	0.4826	0.58266	0.48445	0.96761	0.64989	0.64567	0.32679	0.41539	0.18907	0.60479
1.9	0.44002	0.28646	0.55021	0.47878	0.34789	0.31392	0.21991	0.76883	0.73259	0.41245	0.37415	0.90408	0.53198	0.35118	0.52034	0.48004	0.57759	0.48255	0.96756	0.64765	0.64256	0.32569	0.41304	0.18881	0.60168
1.905	0.43657	0.28494	0.54592	0.47477	0.34449	0.31014	0.21845	0.76779	0.73433	0.4078	0.36927	0.90404	0.53048	0.34947	0.51828	0.47667	0.57392	0.48024	0.96737	0.64529	0.64173	0.32476	0.41323	0.18875	0.59807
1.91	0.43286	0.28355	0.54271	0.47059	0.34108	0.30649	0.21705	0.76761	0.73288	0.40317	0.36749	0.90203	0.52846	0.34857	0.51397	0.47371	0.57031	0.48028	0.96718	0.64285	0.63827	0.32341	0.41127	0.18829	0.59421
1.915	0.42963	0.28167	0.53961	0.46597	0.33627	0.30293	0.21601	0.76643	0.73277	0.3991	0.36398	0.90099	0.52596	0.3477	0.50985	0.47165	0.56631	0.47854	0.96764	0.64256	0.63771	0.32292	0.41031	0.18886	0.59115
1.92	0.42607	0.28038	0.53584	0.46099	0.33259	0.29842	0.2149	0.76793	0.73263	0.39553	0.36193	0.90033	0.52458	0.34683	0.50638	0.4682	0.56274	0.47696	0.96692	0.64014	0.63457	0.32224	0.40849	0.18847	0.58791
1.925	0.42398	0.27822	0.53191	0.45723	0.32818	0.29472	0.21356	0.76682	0.73368	0.39119	0.35885	0.90092	0.52183	0.34575	0.50254	0.46539	0.55895	0.47568	0.96815	0.6394	0.63309	0.32067	0.40768	0.1889	0.58446
1.93	0.41896	0.27592	0.52709	0.45089	0.32429	0.2902	0.21162	0.7658	0.73325	0.38646	0.35525	0.90158	0.5191	0.34432	0.49666	0.46194	0.55429	0.47404	0.96666	0.63827	0.63038	0.32056	0.40521	0.18835	0.58015
1.935	0.41585	0.27485	0.52358	0.44716	0.32058	0.28665	0.21105	0.76623	0.73287	0.38333	0.35329	0.9016	0.5175	0.34329	0.49337	0.45991	0.54959	0.47278	0.96636	0.63813	0.62913	0.31924	0.40402	0.18878	0.57645
1.94	0.41214	0.27279	0.51959	0.4426	0.31537	0.28229	0.20888	0.76597	0.73302	0.37804	0.34972	0.90177	0.51485	0.34206	0.48949	0.45613	0.54623	0.46989	0.96734	0.63484	0.62654	0.31791	0.40215	0.18831	0.57289
1.945	0.40894	0.2712	0.51639	0.43884	0.31349	0.27929	0.20778	0.767	0.733	0.37436	0.34602	0.9015	0.51332	0.34035	0.48561	0.45341	0.54269	0.46897	0.96665	0.63266	0.62459	0.31694	0.40058	0.18798	0.57071
1.95	0.40486	0.26958	0.51184	0.43413	0.30824	0.27493	0.20658	0.76602	0.73286	0.37036	0.34385	0.90182	0.50981	0.33913	0.48023	0.45068	0.53714	0.46787	0.96662	0.63068	0.62186	0.31559	0.39849	0.18748	0.56584
1.955	0.40013	0.26695	0.50801	0.42904	0.30414	0.27114	0.20468	0.76588	0.73267	0.36683	0.34014	0.90124	0.50712	0.3376	0.47595	0.44732	0.53254	0.46539	0.96465	0.62864	0.61833	0.31424	0.39629	0.18767	0.56161
1.96	0.39723	0.26509	0.50416	0.42478	0.30113	0.26744	0.2038	0.76529	0.73298	0.36253	0.33734	0.90227	0.50465	0.33592	0.47239	0.44428	0.52886	0.46378	0.96488	0.62777	0.6163	0.31289	0.39438	0.18701	0.55772
1.965	0.39448	0.26399	0.50155	0.42119	0.29753	0.26431	0.20164	0.76661	0.73283	0.35803	0.33398	0.90246	0.50311	0.33495	0.46769	0.44085	0.52533	0.46211	0.96659	0.62601	0.61391	0.31146	0.39293	0.18735	0.55506
1.97	0.39108	0.26247	0.49806	0.41618	0.29494	0.26084	0.20071	0.76562	0.73295	0.3546	0.33181	0.90195	0.49984	0.33366	0.46372	0.43852	0.52049	0.46072	0.96602	0.62495	0.61165	0.30995	0.39118	0.18717	0.55085
1.975	0.38812	0.26041	0.49529	0.41234	0.29077	0.2573	0.1986	0.76679	0.73327	0.35047	0.32834	0.90302	0.49729	0.33171	0.45949	0.43519	0.51662	0.45885	0.96692	0.62232	0.60849	0.30918	0.38941	0.18701	0.54744
1.98	0.38479	0.25888	0.49176	0.40837	0.28738	0.25402	0.19784	0.76548	0.73402	0.34698	0.32617	0.90388	0.49497	0.33107	0.45636	0.43267	0.51305	0.45775	0.96637	0.62068	0.60614	0.30771	0.38806	0.18641	0.54395
1.985	0.38094	0.25725	0.48798	0.40492	0.28434	0.25088	0.19554	0.76618	0.73325	0.34301	0.32265	0.9032	0.49251	0.32846	0.45152	0.42854	0.50904	0.45532	0.96637	0.61823	0.60298	0.30633	0.38608	0.18665	0.5401
1.99	0.37833	0.25569	0.48511	0.40078	0.28143	0.24771	0.1938	0.76736	0.73363	0.33834	0.31956	0.90368	0.49062	0.32764	0.44802	0.42604	0.50502	0.45396	0.96684	0.61685	0.60089	0.30473	0.38437	0.18626	0.53659
1.995	0.37448	0.25443	0.48114	0.39614	0.2775	0.24412	0.19338	0.76641	0.73406	0.33511	0.31608	0.90326	0.48744	0.32637	0.4434	0.42281	0.50071	0.4522	0.96581	0.61412	0.59825	0.30299	0.38244	0.18632	0.53216
2	0.37077	0.25223	0.47735	0.39222	0.27379	0.24076	0.19128	0.76584	0.73484	0.33178	0.31289	0.9042	0.48531	0.32502	0.43921	0.42041	0.49603	0.45048	0.96579	0.61346	0.5965	0.30222	0.37982	0.18636	0.52758
2.005	0.3671	0.25106	0.4748	0.38886	0.27169	0.23766	0.19018	0.76665	0.7347	0.32749	0.30973	0.9047	0.48321	0.32292	0.43607	0.41647	0.49267	0.44954	0.96671	0.6109	0.59376	0.30064	0.37827	0.18584	0.52499
2.01	0.36619	0.24957	0.47196	0.385	0.26917	0.23501	0.18851	0.7672	0.73599	0.32432	0.30737	0.90486	0.48067	0.3219	0.43199	0.41533	0.48882	0.4475	0.96655	0.60896	0.59092	0.29888	0.37663	0.1853	0.52178
2.015	0.36258	0.24774	0.469	0.38147	0.26623	0.23236	0.18696	0.76798	0.73516	0.31963	0.30404	0.90416	0.47932	0.31972	0.42863	0.41119	0.48566	0.44547	0.96755	0.60705	0.58824	0.29739	0.37503	0.18526	0.51846
2.02	0.36023	0.24654	0.46604	0.37799	0.26301	0.22946	0.18526	0.76731	0.73538	0.31607	0.30077	0.9047	0.47626	0.31858	0.42437	0.4082	0.48151	0.44341	0.96747	0.60456	0.58529	0.29627	0.37333	0.18538	0.51487
2.025	0.35688	0.24509	0.46301	0.37434	0.2602	0.22682	0.18371	0.76808	0.7354	0.31228	0.29789	0.90394	0.47363	0.31628	0.42041	0.40509	0.47779	0.44148	0.96763	0.60216	0.58219	0.29383	0.37086	0.18482	0.51081
2.03	0.35411	0.24331	0.45987	0.37035	0.25749	0.22361	0.18209	0.76716	0.73548	0.3085	0.29536	0.90443	0.4709	0.31506	0.41595	0.4018	0.47354	0.44018	0.96682	0.60096	0.57973	0.29269	0.36849	0.18401	0.50712
2.035	0.35146	0.24188	0.4564	0.36667	0.2554	0.22126	0.18082	0.76681	0.73611	0.30557	0.29248	0.90517	0.46838	0.31331	0.41302	0.39887	0.46991	0.43807	0.96645	0.59849	0.5772	0.29182	0.36665	0.18417	0.5036
2.04	0.34783	0.24039	0.45409	0.36318	0.2527	0.21817	0.17942	0.76775	0.73631	0.30182	0.29002	0.90528	0.46546	0.3124	0.40884	0.39603	0.46564	0.43612	0.96703	0.59578	0.57449	0.28966	0.36411	0.18403	0.50004
2.045	0.3455	0.23851	0.45038	0.35998	0.24978	0.21546	0.17792	0.76739	0.73554	0.29804	0.2867	0.90568	0.46251	0.31021	0.404	0.39292	0.4618	0.43446	0.96593	0.59403	0.57203	0.28789	0.36196	0.18374	0.49603
2.05	0.343	0.23695	0.44715	0.35618	0.24726	0.21289	0.17658	0.76709	0.73603	0.29547	0.28372	0.90503	0.46018	0.30806	0.40033	0.38943	0.45796	0.43167	0.96586	0.59047	0.56819	0.28612	0.36028	0.18296	0.49261
2.055	0.34042	0.23555	0.44501	0.35319	0.24558	0.21105	0.1751	0.76826	0.73651	0.29138	0.28145	0.90539	0.45799	0.3066	0.39754	0.38709	0.45468	0.43002	0.96711	0.58917	0.56589	0.28475	0.35857	0.18336	0.48968
2.06	0.33785	0.23416	0.44284	0.34928	0.24286	0.20855	0.17349	0.76772	0.73616	0.28905	0.27835	0.90547	0.45528	0.30483	0.39284	0.38502	0.4508	0.42843	0.9664	0.58622	0.56272	0.28351	0.3557	0.18264	0.48558
2.065	0.33462	0.23325	0.43976	0.34612	0.2404	0.20617	0.17178	0.76749	0.73638	0.28595	0.27593	0.90583	0.45275	0.30315	0.38954	0.38118	0.44679	0.42661	0.96533	0.58437	0.55997	0.28165	0.35405	0.18227	0.48165
2.07	0.33299	0.23196	0.43722	0.34249	0.23839	0.20385	0.17017	0.76765	0.73608	0.28294	0.27319	0.90545	0.45061	0.30142	0.38612	0.37847	0.44319	0.42501	0.96615	0.58198	0.55766	0.27974	0.3517	0.18237	0.4787
2.075	0.33027	0.23072	0.43494	0.34028	0.23664	0.20154	0.16905	0.76837	0.73674	0.27979	0.27039	0.90396	0.44806	0.29932	0.38269	0.37574	0.43992	0.42287	0.96634	0.57978	0.55406	0.278	0.35026	0.18223	0.47554
2.08	0.32718	0.2292	0.43229	0.33729	0.23367	0.19913	0.16798	0.76773	0.73646	0.27765	0.26851	0.90347	0.44559	0.29823	0.37901	0.37296	0.43642	0.42148	0.96619	0.57821	0.55163	0.27662	0.34779	0.18152	0.47203
2.085	0.32492	0.22735	0.42906	0.33393	0.23213	0.19701	0.16625	0.76782	0.73678	0.27486	0.26643	0.90564	0.44288	0.29619	0.37565	0.36986	0.43254	0.41995	0.96585	0.57525	0.54903	0.27551	0.3462	0.18129	0.46878
2.09	0.32313	0.22691	0.42677	0.33082	0.23083	0.19546	0.16528	0.76771	0.73629	0.27208	0.26314	0.90468	0.44028	0.29467	0.3718	0.36664	0.42949	0.41811	0.9654	0.573	0.5463	0.27389	0.34365	0.18057	0.46572
2.095	0.32077	0.22539	0.42392	0.32857	0.2286	0.19366	0.1641	0.7679	0.73693	0.26858	0.26162	0.90369	0.4385	0.29277	0.36853	0.36418	0.42592	0.41623	0.96564	0.57086	0.54361	0.27242	0.34175	0.18076	0.46204
2.1	0.31925	0.22413	0.42175	0.3256	0.22642	0.19163	0.16308	0.76785	0.73722	0.26652	0.25868	0.90439	0.43548	0.29146	0.36479	0.36172	0.42259	0.41503	0.96559	0.56866	0.5409	0.27107	0.33971	0.18026	0.45843
2.105	0.31729	0.22256	0.41972	0.3235	0.2255	0.19003	0.16146	0.7682	0.73794	0.26412	0.25698	0.90538	0.43355	0.29023	0.36169	0.3595	0.41989	0.41264	0.96661	0.56677	0.53837	0.26897	0.33854	0.18006	0.45594
2.11	0.31477	0.22181	0.41748	0.32016	0.22324	0.18756	0.15983	0.76842	0.73739	0.2616	0.25481	0.90426	0.43056	0.28773	0.35894	0.35688	0.41641	0.411	0.96654	0.56486	0.53588	0.26732	0.33646	0.18003	0.45329
2.115	0.31249	0.22043	0.41565	0.31716	0.22142	0.18599	0.15932	0.76842	0.738	0.25939	0.25229	0.90547	0.42819	0.28606	0.35519	0.35397	0.4132	0.40969	0.96569	0.56285	0.53303	0.26608	0.33404	0.17985	0.44958
2.12	0.31045	0.21944	0.41345	0.31436	0.21992	0.18438	0.15835	0.76867	0.73831	0.25638	0.25063	0.90599	0.4261	0.285	0.3522	0.35118	0.41029	0.40838	0.96499	0.56054	0.53117	0.26466	0.33233	0.17951	0.44696
2.125	0.30917	0.21832	0.41156	0.31265	0.21856	0.18302	0.15694	0.76952	0.73863	0.25313	0.24814	0.90578	0.42386	0.28369	0.34907	0.34944	0.40755	0.40694	0.96585	0.55842	0.52796	0.263	0.33042	0.17933	0.44408
2.13	0.30648	0.21744	0.40895	0.30951	0.21714	0.18121	0.15543	0.76864	0.73825	0.25113	0.24628	0.90508	0.42129	0.28207	0.34595	0.34727	0.40454	0.40498	0.96517	0.55593	0.52578	0.26138	0.32771	0.17913	0.44108
2.135	0.30503	0.2173	0.40728	0.30804	0.21621	0.17929	0.15494	0.76916	0.73803	0.24949	0.24437	0.9079	0.41937	0.27983	0.34289	0.34496	0.40129	0.40364	0.96531	0.55341	0.52266	0.26033	0.32662	0.17847	0.43831
2.14	0.30273	0.21566	0.40463	0.30471	0.2137	0.17732	0.15364	0.76833	0.73808	0.24691	0.24199	0.90628	0.41663	0.27855	0.33938	0.34251	0.39829	0.40147	0.96448	0.55098	0.51956	0.25845	0.32393	0.17817	0.43465
2.145	0.30139	0.21462	0.40373	0.30243	0.21297	0.17591	0.15242	0.76934	0.7377	0.24438	0.2403	0.90484	0.41472	0.27742	0.33627	0.34026	0.39564	0.40065	0.96542	0.54887	0.51644	0.257	0.32256	0.17798	0.43193
2.15	0.29975	0.21341	0.4016	0.3002	0.21185	0.17435	0.15074	0.76854	0.73825	0.24223	0.23856	0.90372	0.41261	0.27543	0.33348	0.33779	0.39288	0.39801	0.96531	0.54665	0.51389	0.25535	0.32072	0.17813	0.42955
2.155	0.29869	0.21292	0.4	0.29748	0.21059	0.17346	0.15031	0.76931	0.73748	0.24025	0.2368	0.90511	0.40945	0.27389	0.3307	0.33559	0.38978	0.39667	0.96481	0.54543	0.51225	0.25439	0.31841	0.17744	0.42652
2.16	0.29718	0.21178	0.39803	0.29634	0.20968	0.17182	0.14927	0.76926	0.73698	0.23818	0.23443	0.90505	0.40841	0.27259	0.32831	0.33323	0.38747	0.3954	0.96426	0.54303	0.50994	0.25333	0.31713	0.17686	0.42378
2.165	0.29505	0.21107	0.39642	0.29294	0.20789	0.17076	0.14781	0.76837	0.73622	0.23654	0.23284	0.9049	0.40515	0.27033	0.32529	0.33135	0.38398	0.39365	0.96359	0.53983	0.50632	0.25167	0.31513	0.17671	0.42122
2.17	0.2947	0.21058	0.39493	0.29151	0.2073	0.16973	0.14709	0.76975	0.73681	0.23503	0.23159	0.90443	0.40461	0.26913	0.32294	0.32832	0.38204	0.3921	0.96472	0.53884	0.50471	0.25021	0.31372	0.17657	0.41968
2.175	0.29335	0.20974	0.39246	0.2896	0.20621	0.16834	0.14631	0.76885	0.73708	0.23308	0.22948	0.90475	0.4017	0.2678	0.32039	0.32681	0.37909	0.39114	0.96366	0.53614	0.50224	0.24856	0.31208	0.17609	0.417
2.18	0.29152	0.20841	0.39054	0.28805	0.20511	0.16703	0.14581	0.76852	0.73696	0.23213	0.22892	0.90525	0.3992	0.26629	0.31749	0.3245	0.3763	0.38969	0.96347	0.53407	0.49974	0.24751	0.3102	0.17602	0.41439
2.185	0.29008	0.20756	0.39016	0.2858	0.20444	0.16574	0.14492	0.76748	0.73688	0.2308	0.22757	0.90531	0.39761	0.26552	0.31546	0.32277	0.37456	0.38944	0.96286	0.53265	0.49754	0.24594	0.30876	0.1759	0.41185
2.19	0.28939	0.20754	0.38877	0.28471	0.20401	0.16514	0.14348	0.7686	0.73731	0.22878	0.22691	0.90514	0.39594	0.2643	0.31358	0.32152	0.37266	0.38758	0.96423	0.53136	0.49559	0.2452	0.30716	0.17573	0.40976
2.195	0.28862	0.20645	0.38714	0.283	0.20347	0.16418	0.14305	0.76901	0.73687	0.22791	0.22535	0.90458	0.3942	0.26281	0.31149	0.31995	0.3699	0.38639	0.96343	0.52895	0.49301	0.24405	0.30581	0.17512	0.40822
2.2	0.28719	0.20576	0.3852	0.28048	0.20235	0.16328	0.14301	0.7675	0.73668	0.22648	0.22389	0.90485	0.39172	0.26158	0.30831	0.31764	0.36805	0.3859	0.9633	0.52629	0.49088	0.24315	0.30407	0.17474	0.4054
2.205	0.2869	0.20563	0.38476	0.27903	0.20201	0.16225	0.14181	0.76899	0.73671	0.22512	0.22257	0.90471	0.39017	0.25986	0.30693	0.31598	0.36657	0.38455	0.96303	0.52596	0.48924	0.24207	0.30299	0.1748	0.40426
2.21	0.28552	0.20468	0.38356	0.27727	0.20167	0.16129	0.14113	0.76855	0.73691	0.22323	0.2217	0.90462	0.38828	0.25953	0.30474	0.31471	0.3642	0.38306	0.96271	0.52338	0.48643	0.24141	0.30201	0.17483	0.4017
2.215	0.28459	0.20411	0.38219	0.27637	0.20055	0.16069	0.1409	0.76784	0.7371	0.22113	0.21962	0.90427	0.3876	0.2581	0.30287	0.31289	0.36239	0.38162	0.96316	0.52219	0.48537	0.23971	0.30099	0.17447	0.40043
2.22	0.2836	0.20392	0.38133	0.27534	0.20024	0.16007	0.13948	0.76841	0.73701	0.22068	0.21885	0.90477	0.38582	0.2569	0.30108	0.31184	0.36081	0.38071	0.96282	0.52023	0.4832	0.23882	0.29952	0.17456	0.39845
2.225	0.28241	0.2032	0.38008	0.27374	0.20015	0.15903	0.13957	0.76719	0.73757	0.21947	0.21839	0.90452	0.38435	0.256	0.29941	0.30969	0.35872	0.38101	0.96286	0.51859	0.48171	0.23764	0.29818	0.17433	0.39703
2.23	0.28165	0.20289	0.37837	0.27245	0.1991	0.15872	0.13872	0.76738	0.73709	0.2189	0.21755	0.90423	0.38329	0.25503	0.29787	0.30915	0.35707	0.37981	0.96128	0.51752	0.47994	0.23761	0.29675	0.17456	0.3953
2.235	0.28095	0.20262	0.37776	0.27089	0.19888	0.15798	0.13845	0.76653	0.73739	0.21829	0.21626	0.9048	0.38111	0.2535	0.29547	0.30801	0.35574	0.3783	0.96096	0.51636	0.47889	0.23655	0.2958	0.1738	0.3934
2.24	0.28039	0.20188	0.37724	0.27014	0.19899	0.15748	0.13792	0.76796	0.73767	0.21707	0.2167	0.90422	0.37959	0.25297	0.29397	0.30617	0.35443	0.37868	0.9615	0.51492	0.4775	0.23536	0.29551	0.17456	0.39275
2.245	0.27967	0.20186	0.3767	0.26894	0.19912	0.15712	0.13685	0.76788	0.73782	0.21615	0.21548	0.90436	0.37903	0.25272	0.29296	0.30527	0.3535	0.37725	0.96119	0.51349	0.47644	0.23467	0.29386	0.17411	0.39126
2.25	0.27887	0.20136	0.37509	0.26825	0.19811	0.15664	0.13724	0.76698	0.73818	0.21617	0.21485	0.90465	0.37725	0.2517	0.29135	0.30471	0.35171	0.37655	0.96105	0.51268	0.47442	0.23451	0.29283	0.17377	0.38987
2.255	0.27817	0.20134	0.37468	0.2668	0.19791	0.15605	0.13707	0.76689	0.73758	0.21496	0.21441	0.90403	0.37647	0.2507	0.28991	0.30323	0.35008	0.37774	0.96028	0.51099	0.47357	0.23387	0.29257	0.17384	0.3884
2.26	0.27755	0.20149	0.37461	0.26635	0.19766	0.15569	0.13704	0.76705	0.73763	0.21476	0.21437	0.90409	0.37522	0.2503	0.28871	0.30301	0.34908	0.37764	0.9613	0.51006	0.47186	0.23343	0.29203	0.17396	0.38735
2.265	0.27669	0.20121	0.37355	0.26588	0.19836	0.15528	0.13681	0.7669	0.73799	0.21405	0.21304	0.90457	0.37413	0.24987	0.28724	0.30183	0.3484	0.37615	0.95974	0.50914	0.47051	0.23317	0.29095	0.17405	0.38669
2.27	0.27697	0.20072	0.37345	0.26521	0.1981	0.15525	0.13669	0.76724	0.7385	0.21354	0.21316	0.90548	0.37292	0.24956	0.28683	0.30117	0.34708	0.3773	0.96074	0.50816	0.46929	0.23213	0.29059	0.17431	0.38548
2.275	0.27625	0.20039	0.37333	0.2651	0.19809	0.15566	0.13648	0.76808	0.73854	0.21339	0.21222	0.90473	0.37238	0.24884	0.2856	0.30028	0.34673	0.3761	0.9606	0.50714	0.46824	0.23142	0.28989	0.17396	0.385
2.28	0.27739	0.20074	0.37349	0.26392	0.19828	0.15536	0.13638	0.76825	0.73843	0.21284	0.21361	0.90447	0.37182	0.24807	0.28429	0.30002	0.34611	0.37619	0.96027	0.50566	0.468	0.23121	0.28986	0.17377	0.38376
2.285	0.27516	0.20082	0.37333	0.26375	0.1988	0.15571	0.13633	0.76744	0.7389	0.21329	0.21197	0.90456	0.3711	0.2478	0.28384	0.29965	0.34534	0.37552	0.96035	0.50568	0.46748	0.23104	0.28942	0.17396	0.38385
2.29	0.27679	0.20088	0.37356	0.26263	0.19938	0.15499	0.13652	0.76709	0.7384	0.21305	0.21288	0.90489	0.37025	0.24695	0.28313	0.29897	0.34502	0.37518	0.95982	0.50539	0.46621	0.23034	0.28822	0.17447	0.38281
2.295	0.2758	0.20096	0.37282	0.2624	0.19888	0.15535	0.13652	0.768	0.73948	0.21252	0.21241	0.90495	0.36937	0.24714	0.28254	0.29913	0.34405	0.37624	0.96021	0.50461	0.46546	0.23066	0.28812	0.17428	0.38331
2.3	0.27622	0.2013	0.37309	0.26231	0.19929	0.15543	0.13668	0.76773	0.73911	0.21347	0.21276	0.90534	0.36901	0.24623	0.28099	0.29847	0.34386	0.37664	0.95891	0.50426	0.46455	0.23061	0.28767	0.1745	0.38244
2.305	0.2759	0.20109	0.37303	0.26241	0.20071	0.15523	0.13661	0.76778	0.74012	0.21331	0.2134	0.90469	0.36814	0.24609	0.27971	0.29797	0.34316	0.37672	0.95914	0.50306	0.46428	0.23048	0.28778	0.17482	0.38247
2.31	0.27605	0.20132	0.37313	0.26256	0.20061	0.15557	0.13665	0.768	0.73968	0.21272	0.21395	0.90433	0.36764	0.24597	0.28011	0.29786	0.34306	0.37649	0.95991	0.50307	0.46417	0.23047	0.2871	0.17491	0.38206
2.315	0.27531	0.20191	0.37242	0.2628	0.20071	0.15561	0.1366	0.76789	0.73983	0.21375	0.21298	0.90489	0.36722	0.24602	0.27937	0.29792	0.34232	0.37676	0.95987	0.50243	0.46278	0.2301	0.28692	0.17512	0.38231
2.32	0.27595	0.20194	0.3731	0.26247	0.20079	0.15602	0.1371	0.76605	0.73979	0.21475	0.21362	0.90403	0.3671	0.24596	0.27949	0.29692	0.34251	0.37657	0.95915	0.50226	0.46217	0.23013	0.28718	0.17511	0.38161
