RELAB ID	DL-CMP-023	DL-CMP-028	DL-CMP-024	DL-CMP-020	DL-CMP-021	DL-CMP-061	DL-CMP-022	DL-CMP-003	DL-CMP-026	DL-CMP-004	DL-CMP-025	DL-CMP-001	DL-CMP-064	DL-CMP-065	DL-CMP-002	DL-CMP-027
Wavelength (um)	023 - En30 Fs70	028 - En25 Fs75	024 - En17 Fs83	020 - En17 Fs83	021 - En8 Fs92	061 - Fs100	022 - En75 Fs25	003 - En75 Fs25	026 - En70 Fs30	004 - En50 Fs50	025 - En35 Fs65	001 - En100	064 - En97.5Fs2.5	065 - En90 Fs10	002 - En80 Fs20	027 - En80 Fs20
1.85	0.14157	0.13991	0.23048	0.21383	0.25789	0.19571	0.48154	0.45557	0.41359	0.28577	0.29586	0.77987	0.63383	0.59	0.36171	0.3931
1.855	0.13958	0.13749	0.22813	0.2112	0.2554	0.19235	0.48036	0.45537	0.41262	0.28365	0.29323	0.78019	0.63473	0.58998	0.36133	0.39229
1.86	0.13692	0.13562	0.22453	0.20888	0.25228	0.18974	0.47975	0.45408	0.41116	0.281	0.29092	0.78016	0.6361	0.59036	0.36118	0.39175
1.865	0.13504	0.13357	0.22177	0.20555	0.24887	0.18772	0.47874	0.45205	0.40956	0.27912	0.28828	0.77966	0.63696	0.59041	0.36097	0.39109
1.87	0.13268	0.1317	0.21849	0.2022	0.2454	0.18591	0.47717	0.45169	0.40873	0.27748	0.28666	0.77881	0.63835	0.5905	0.35975	0.39028
1.875	0.13126	0.12987	0.21734	0.20167	0.24475	0.18135	0.47907	0.45201	0.40909	0.2752	0.28376	0.77965	0.63935	0.5938	0.36152	0.39279
1.88	0.12929	0.12786	0.21448	0.19915	0.24154	0.17898	0.47794	0.45178	0.40859	0.27376	0.28175	0.77919	0.63983	0.59385	0.36098	0.39211
1.885	0.12778	0.12603	0.2116	0.19603	0.2378	0.17755	0.47659	0.4505	0.40673	0.27245	0.27947	0.77788	0.64179	0.594	0.36031	0.39119
1.89	0.12655	0.12461	0.20916	0.19319	0.23496	0.17551	0.47629	0.45052	0.40587	0.27095	0.27774	0.7747	0.64229	0.59434	0.36092	0.39118
1.895	0.12521	0.12286	0.2069	0.19115	0.23231	0.17269	0.47617	0.45005	0.4052	0.26915	0.27524	0.77324	0.6423	0.59399	0.3617	0.39131
1.9	0.1232	0.12186	0.20409	0.18867	0.22975	0.17093	0.47577	0.45011	0.40407	0.26755	0.2737	0.77124	0.64242	0.5942	0.36109	0.39124
1.905	0.12265	0.12046	0.20272	0.18796	0.22813	0.16902	0.47697	0.45052	0.40535	0.26602	0.27203	0.77025	0.64359	0.59731	0.36296	0.3932
1.91	0.12076	0.11897	0.2007	0.18604	0.2263	0.16692	0.47736	0.45126	0.40565	0.26598	0.27015	0.77041	0.64623	0.59867	0.36329	0.39451
1.915	0.1198	0.11789	0.1988	0.18389	0.22346	0.16504	0.47803	0.45124	0.40548	0.26438	0.26919	0.76989	0.64887	0.60031	0.36488	0.39532
1.92	0.11859	0.11645	0.19693	0.18205	0.22184	0.16332	0.47843	0.4518	0.40559	0.26358	0.26757	0.77064	0.6523	0.60172	0.36584	0.39731
1.925	0.11769	0.11578	0.19539	0.18091	0.22015	0.16127	0.47983	0.45315	0.40622	0.2636	0.26591	0.7708	0.65494	0.60414	0.36717	0.39842
1.93	0.1168	0.115	0.19325	0.17922	0.21817	0.15922	0.48023	0.45306	0.40639	0.26174	0.26478	0.76915	0.65613	0.60431	0.36812	0.39976
1.935	0.11564	0.11377	0.19185	0.17718	0.21616	0.15803	0.48068	0.45308	0.40693	0.26166	0.26334	0.77008	0.65954	0.60588	0.36958	0.40058
1.94	0.11481	0.11238	0.18986	0.17578	0.21406	0.15596	0.48186	0.45459	0.40693	0.26145	0.26115	0.77168	0.66293	0.60942	0.37134	0.40198
1.945	0.11421	0.11137	0.1892	0.17459	0.21272	0.1549	0.48356	0.45722	0.40951	0.26095	0.26138	0.77222	0.66585	0.61179	0.37374	0.40465
1.95	0.11369	0.11133	0.18719	0.17281	0.211	0.15282	0.4846	0.4566	0.40931	0.26024	0.26016	0.77079	0.66777	0.61284	0.37405	0.40588
1.955	0.11275	0.11043	0.18615	0.1715	0.20884	0.15126	0.48448	0.45775	0.4098	0.25968	0.2595	0.76981	0.66949	0.61457	0.37615	0.40735
1.96	0.11256	0.1095	0.18498	0.17062	0.20751	0.15049	0.48662	0.45968	0.41122	0.25979	0.2585	0.7705	0.67251	0.61679	0.37897	0.40969
1.965	0.11238	0.10883	0.18422	0.16994	0.20619	0.14947	0.48894	0.46255	0.41267	0.26026	0.25842	0.77231	0.67669	0.62001	0.38157	0.41262
1.97	0.11106	0.10869	0.18259	0.1687	0.20479	0.14811	0.49044	0.46391	0.41408	0.25986	0.25753	0.77183	0.67964	0.62259	0.38366	0.41449
1.975	0.11056	0.10775	0.18155	0.16774	0.20386	0.14674	0.4924	0.46564	0.41594	0.25896	0.25706	0.77261	0.68302	0.62593	0.38612	0.41737
1.98	0.11058	0.10788	0.18098	0.16684	0.20294	0.14573	0.4945	0.46824	0.41727	0.26016	0.25624	0.77296	0.68592	0.62863	0.38913	0.42014
1.985	0.11024	0.10773	0.17973	0.16668	0.20182	0.14441	0.49702	0.47053	0.42	0.26053	0.2571	0.77426	0.68943	0.63159	0.39201	0.42397
1.99	0.11047	0.10766	0.17952	0.16595	0.20143	0.1442	0.4995	0.47335	0.42147	0.26105	0.25667	0.77488	0.69298	0.63382	0.39548	0.42721
1.995	0.10995	0.10647	0.17842	0.16499	0.19956	0.14243	0.50102	0.47415	0.42392	0.26095	0.25638	0.77406	0.69568	0.63611	0.39792	0.42957
2	0.10891	0.10641	0.17723	0.16409	0.19871	0.14162	0.50378	0.47698	0.42538	0.26218	0.25561	0.77423	0.6989	0.6393	0.40051	0.43242
2.005	0.10904	0.1065	0.17741	0.16339	0.19833	0.14098	0.50656	0.47989	0.42794	0.26291	0.25626	0.77629	0.70285	0.6431	0.40567	0.43585
2.01	0.10901	0.10525	0.17646	0.16307	0.19761	0.14078	0.50927	0.48236	0.43087	0.26372	0.25588	0.77586	0.70605	0.64746	0.40768	0.44009
2.015	0.10908	0.10564	0.17637	0.1631	0.19686	0.14019	0.51243	0.48587	0.43319	0.26453	0.25678	0.77715	0.71014	0.65111	0.41233	0.44366
2.02	0.10996	0.10585	0.17622	0.16274	0.19668	0.13943	0.51577	0.48887	0.4358	0.26581	0.25666	0.77778	0.71367	0.65413	0.41584	0.44772
2.025	0.11031	0.106	0.17604	0.16261	0.19604	0.13872	0.51852	0.4919	0.43902	0.26679	0.25686	0.77797	0.71773	0.65698	0.42044	0.45195
2.03	0.11005	0.10576	0.17527	0.16207	0.1957	0.13763	0.52113	0.49443	0.44133	0.2687	0.2577	0.77802	0.72031	0.66052	0.42407	0.45553
2.035	0.11068	0.10562	0.17532	0.16206	0.19534	0.13784	0.52479	0.49769	0.44429	0.26927	0.25818	0.77797	0.72326	0.6641	0.4276	0.45986
2.04	0.11053	0.10572	0.17517	0.16225	0.1948	0.13705	0.52771	0.50058	0.44749	0.27082	0.25894	0.77952	0.72707	0.6674	0.43231	0.46423
2.045	0.11099	0.10561	0.17476	0.16185	0.19471	0.1366	0.53105	0.50457	0.45113	0.27207	0.25957	0.77869	0.72975	0.6701	0.43667	0.46891
2.05	0.1112	0.10641	0.17499	0.16208	0.19455	0.13656	0.53446	0.50791	0.4536	0.27402	0.26003	0.77897	0.73302	0.67369	0.44011	0.47257
2.055	0.11198	0.10661	0.17536	0.16205	0.19475	0.1367	0.5379	0.51174	0.45815	0.27601	0.26146	0.77994	0.73687	0.67756	0.44494	0.47788
2.06	0.11229	0.10734	0.17562	0.16201	0.19443	0.13635	0.54131	0.515	0.46156	0.27811	0.26201	0.78007	0.74025	0.68101	0.4504	0.48224
2.065	0.1128	0.10757	0.17579	0.16265	0.19452	0.1365	0.54434	0.51897	0.46474	0.27984	0.26324	0.77975	0.74279	0.68403	0.45522	0.48683
2.07	0.11382	0.10948	0.17632	0.16283	0.19494	0.136	0.54751	0.52304	0.4685	0.28215	0.26458	0.78016	0.74611	0.6877	0.45993	0.49224
2.075	0.11451	0.10982	0.17649	0.16393	0.19509	0.1361	0.55249	0.52706	0.47241	0.28392	0.26633	0.78155	0.74993	0.69174	0.46524	0.49754
2.08	0.11491	0.10969	0.17707	0.16428	0.19556	0.13624	0.55611	0.53068	0.47613	0.28604	0.26772	0.78018	0.75196	0.6944	0.46985	0.5024
2.085	0.11601	0.11036	0.17741	0.16477	0.19561	0.13614	0.55976	0.53599	0.48014	0.28827	0.26862	0.78124	0.75563	0.69843	0.47539	0.50671
2.09	0.11733	0.11139	0.17884	0.16529	0.19625	0.13659	0.56299	0.53933	0.4849	0.2913	0.2708	0.7802	0.75864	0.70118	0.48067	0.51268
2.095	0.11849	0.11205	0.1795	0.16597	0.19699	0.13684	0.56728	0.54307	0.4891	0.29431	0.27211	0.78172	0.76158	0.70433	0.48626	0.51779
2.1	0.11878	0.11306	0.18029	0.16738	0.19762	0.13716	0.57151	0.54769	0.49366	0.29689	0.2739	0.78167	0.76454	0.70884	0.49234	0.52405
2.105	0.12027	0.11409	0.18101	0.16783	0.19866	0.13782	0.57671	0.55259	0.49827	0.29991	0.2761	0.7814	0.76787	0.71265	0.49794	0.52914
2.11	0.12157	0.11472	0.1826	0.16874	0.19913	0.13853	0.5799	0.55643	0.50304	0.30354	0.27831	0.78214	0.77111	0.71589	0.50333	0.53529
2.115	0.12252	0.11586	0.18332	0.16976	0.19983	0.13907	0.5849	0.56103	0.50741	0.3058	0.27987	0.78219	0.77352	0.71873	0.50922	0.54065
2.12	0.12389	0.11757	0.18402	0.171	0.20062	0.13919	0.58876	0.5655	0.51208	0.30968	0.28244	0.78232	0.77579	0.72187	0.51453	0.5464
2.125	0.12595	0.119	0.18546	0.17197	0.20174	0.14032	0.59383	0.57061	0.51722	0.31373	0.28523	0.7825	0.77918	0.72595	0.52151	0.55335
2.13	0.12672	0.12018	0.18721	0.1725	0.20277	0.14054	0.5977	0.57556	0.52188	0.31617	0.28781	0.78241	0.78116	0.72846	0.52676	0.55831
2.135	0.12829	0.12157	0.1886	0.17405	0.20444	0.14192	0.60147	0.58102	0.52693	0.32055	0.29038	0.78205	0.78454	0.73224	0.53284	0.56472
2.14	0.13018	0.12338	0.18975	0.17552	0.20522	0.14276	0.60532	0.58504	0.53129	0.32306	0.29268	0.78176	0.78564	0.73442	0.53807	0.5691
2.145	0.13237	0.12523	0.1915	0.17729	0.20651	0.14355	0.6103	0.59022	0.53717	0.32816	0.29572	0.78376	0.78841	0.73747	0.54497	0.57566
2.15	0.1342	0.1261	0.19314	0.17857	0.20804	0.14441	0.61396	0.59485	0.54121	0.33177	0.29823	0.78265	0.79014	0.74011	0.5505	0.58153
2.155	0.1361	0.12776	0.19435	0.18038	0.20954	0.14517	0.61895	0.59897	0.5464	0.33562	0.30123	0.7831	0.79207	0.74347	0.5556	0.58804
2.16	0.13866	0.12961	0.19694	0.18192	0.21129	0.14675	0.62252	0.60326	0.55229	0.33992	0.30499	0.7829	0.79464	0.74605	0.56249	0.59403
2.165	0.14106	0.13156	0.19826	0.18341	0.21303	0.14779	0.62689	0.60746	0.55617	0.34355	0.30819	0.78214	0.79589	0.74858	0.56852	0.59897
2.17	0.14337	0.13353	0.20069	0.18545	0.21497	0.14889	0.63137	0.61277	0.56194	0.34875	0.31154	0.78343	0.79806	0.7524	0.57461	0.60481
2.175	0.14573	0.1353	0.20291	0.18749	0.21658	0.15041	0.63575	0.61664	0.56635	0.35327	0.31476	0.78285	0.79834	0.75364	0.58032	0.61028
2.18	0.14825	0.13841	0.2054	0.18915	0.2182	0.15236	0.6383	0.62114	0.57177	0.35769	0.31805	0.78186	0.79902	0.75559	0.58561	0.61533
2.185	0.15122	0.14034	0.20681	0.19133	0.22021	0.15327	0.64264	0.62656	0.57687	0.36247	0.32137	0.78093	0.79945	0.75827	0.59144	0.62163
2.19	0.15375	0.14348	0.20992	0.19378	0.22279	0.15498	0.64672	0.63147	0.58205	0.36811	0.32587	0.78136	0.80166	0.76159	0.59828	0.62722
2.195	0.15635	0.14582	0.21228	0.19636	0.22536	0.15721	0.65093	0.63621	0.58717	0.37285	0.32862	0.78073	0.80178	0.7646	0.60315	0.63231
2.2	0.15936	0.14761	0.21496	0.19848	0.22764	0.15917	0.65399	0.63947	0.59183	0.37738	0.33249	0.77885	0.80064	0.76566	0.60827	0.63745
2.205	0.16251	0.15066	0.21807	0.20101	0.23034	0.16089	0.65824	0.64462	0.59726	0.38328	0.33718	0.77888	0.80159	0.76854	0.61491	0.64265
2.21	0.16597	0.15415	0.22058	0.20383	0.2323	0.16283	0.66206	0.64849	0.60135	0.38788	0.34109	0.77866	0.79986	0.76987	0.62019	0.6473
2.215	0.16912	0.1572	0.22355	0.20648	0.23541	0.1645	0.66622	0.65299	0.60673	0.39319	0.34468	0.77799	0.80029	0.77205	0.62548	0.65298
2.22	0.17168	0.15956	0.22692	0.20939	0.23791	0.16694	0.66979	0.65922	0.6119	0.399	0.34933	0.77913	0.80051	0.77524	0.63195	0.65817
2.225	0.17542	0.16307	0.23025	0.21235	0.24124	0.16886	0.67291	0.66217	0.61703	0.404	0.3543	0.77823	0.80136	0.77617	0.63614	0.6637
2.23	0.17961	0.16636	0.23362	0.21499	0.24427	0.17134	0.67628	0.66683	0.622	0.40974	0.35874	0.77823	0.80295	0.7774	0.64181	0.66868
2.235	0.18366	0.16971	0.23664	0.21909	0.24705	0.17405	0.67929	0.6703	0.62689	0.41515	0.36299	0.77705	0.80344	0.77814	0.6474	0.67373
2.24	0.1873	0.17338	0.24059	0.22231	0.25022	0.17652	0.68352	0.67506	0.63191	0.42147	0.36755	0.77754	0.80507	0.78041	0.65431	0.67797
2.245	0.19086	0.17788	0.24471	0.22644	0.2542	0.17915	0.68808	0.68099	0.63785	0.42757	0.37265	0.77744	0.8067	0.78394	0.65965	0.68431
2.25	0.19496	0.18087	0.24831	0.2298	0.25769	0.18164	0.69117	0.6843	0.64165	0.43319	0.37721	0.7769	0.80675	0.78467	0.66436	0.68827
2.255	0.19919	0.18527	0.25297	0.23353	0.26113	0.18471	0.69389	0.6891	0.64727	0.43901	0.38187	0.77671	0.80729	0.78529	0.66927	0.6937
2.26	0.20445	0.19008	0.25662	0.23779	0.26533	0.18764	0.69778	0.69347	0.65189	0.44492	0.38749	0.77792	0.80888	0.78692	0.67543	0.69823
2.265	0.2083	0.19384	0.26016	0.24157	0.26838	0.19098	0.70063	0.69604	0.65695	0.4504	0.39293	0.77651	0.80923	0.78794	0.67913	0.70295
2.27	0.21305	0.19868	0.26468	0.24602	0.2726	0.19417	0.70376	0.70103	0.66158	0.45729	0.39796	0.77791	0.81013	0.78965	0.6851	0.70787
2.275	0.21785	0.20291	0.26947	0.25021	0.27658	0.19656	0.70704	0.70569	0.66678	0.46308	0.40335	0.77828	0.81152	0.79182	0.69032	0.71357
2.28	0.2227	0.20835	0.27411	0.25472	0.28101	0.20037	0.71019	0.70975	0.67057	0.46894	0.40838	0.77843	0.81298	0.79276	0.69496	0.717
2.285	0.2279	0.21287	0.27877	0.25926	0.28574	0.20348	0.71303	0.7147	0.67658	0.4752	0.41455	0.7784	0.8141	0.79361	0.70007	0.72168
2.29	0.23265	0.21767	0.28295	0.26305	0.28999	0.20809	0.71539	0.71686	0.68094	0.48165	0.41911	0.77836	0.81437	0.79412	0.70417	0.72577
2.295	0.23786	0.2226	0.28797	0.26874	0.29394	0.21126	0.71884	0.72208	0.68508	0.48742	0.42513	0.77818	0.81464	0.79563	0.70822	0.72966
2.3	0.2428	0.22819	0.29333	0.27307	0.29828	0.21465	0.72088	0.72489	0.68931	0.49329	0.43022	0.7782	0.81559	0.79618	0.71271	0.73257
2.305	0.24845	0.23327	0.29764	0.27733	0.30366	0.21831	0.72345	0.7294	0.69353	0.49841	0.43586	0.77871	0.81737	0.79766	0.71729	0.73669
2.31	0.25419	0.23869	0.30239	0.28281	0.30833	0.22203	0.72643	0.7316	0.69804	0.50508	0.44162	0.77902	0.81835	0.79868	0.72148	0.74189
2.315	0.26008	0.24404	0.308	0.28775	0.31319	0.22563	0.7293	0.7366	0.70244	0.51204	0.44723	0.77973	0.8188	0.79921	0.72633	0.74555
2.32	0.26464	0.24829	0.31292	0.29238	0.31744	0.22991	0.73136	0.73971	0.70523	0.51642	0.45237	0.77935	0.82041	0.80057	0.73065	0.74936
2.325	0.27079	0.25421	0.31875	0.29821	0.32243	0.23351	0.73384	0.74297	0.70987	0.52261	0.45847	0.78012	0.82235	0.80229	0.73444	0.75349
2.33	0.27784	0.25978	0.3238	0.30321	0.32767	0.23836	0.73655	0.7471	0.71445	0.52949	0.46378	0.78006	0.82396	0.80262	0.73945	0.75725
2.335	0.28373	0.26559	0.32942	0.30824	0.3331	0.24229	0.73835	0.75075	0.71728	0.53512	0.46934	0.78078	0.82431	0.80263	0.74213	0.76054
2.34	0.28845	0.2712	0.33509	0.31416	0.33814	0.24705	0.74046	0.75366	0.72237	0.54053	0.47479	0.78125	0.82581	0.80444	0.74539	0.76497
2.345	0.29459	0.27775	0.34071	0.31936	0.3434	0.25025	0.74241	0.757	0.72619	0.54667	0.4809	0.78121	0.82728	0.80509	0.75034	0.76788
2.35	0.30079	0.28496	0.34596	0.32445	0.348	0.25524	0.74462	0.75988	0.72877	0.55169	0.48536	0.78126	0.82726	0.80446	0.75323	0.77049
2.355	0.30623	0.2898	0.35124	0.33018	0.3534	0.25894	0.74558	0.76195	0.73163	0.55734	0.48986	0.7806	0.82731	0.80445	0.75565	0.77259
2.36	0.31317	0.29448	0.35693	0.33597	0.35875	0.26342	0.74804	0.76445	0.73552	0.56356	0.49597	0.7811	0.82775	0.806	0.75891	0.77589
2.365	0.31908	0.30042	0.36222	0.34138	0.36413	0.268	0.74915	0.76584	0.73726	0.56822	0.50025	0.78063	0.82674	0.80471	0.76026	0.77749
2.37	0.32585	0.30715	0.36821	0.34728	0.36955	0.27152	0.75073	0.76915	0.74081	0.57361	0.50603	0.78134	0.82726	0.80504	0.76386	0.7807
2.375	0.33147	0.31302	0.37381	0.35265	0.37573	0.27636	0.75315	0.77099	0.74381	0.57937	0.51061	0.78137	0.8288	0.80628	0.76613	0.78297
2.38	0.33781	0.32025	0.37808	0.35814	0.38046	0.28064	0.75335	0.77287	0.74529	0.58285	0.51454	0.77958	0.82686	0.80555	0.76847	0.7832
2.385	0.34459	0.32698	0.38582	0.36445	0.38671	0.28603	0.75593	0.77668	0.75103	0.58967	0.52208	0.78178	0.82958	0.80818	0.77281	0.78866
2.39	0.35084	0.33162	0.39068	0.36989	0.39132	0.28973	0.75624	0.77757	0.75175	0.59288	0.52555	0.78029	0.82904	0.80755	0.77358	0.78991
2.395	0.35635	0.3378	0.39629	0.37549	0.39682	0.29481	0.75821	0.78091	0.75536	0.59859	0.53113	0.78151	0.83016	0.80977	0.77762	0.79159
2.4	0.36287	0.34338	0.40129	0.38147	0.40238	0.29861	0.75954	0.78117	0.75734	0.60314	0.53541	0.78024	0.82852	0.80958	0.77831	0.79268
2.405	0.36855	0.35055	0.40832	0.38716	0.4076	0.30355	0.76038	0.78437	0.75939	0.60815	0.54036	0.78062	0.82808	0.8084	0.7804	0.79528
2.41	0.37491	0.35673	0.41314	0.39299	0.41346	0.30791	0.76119	0.78588	0.76152	0.61371	0.54488	0.78106	0.82794	0.80901	0.78173	0.79624
2.415	0.38015	0.36337	0.41805	0.39779	0.4181	0.31225	0.7618	0.78786	0.76266	0.61665	0.54874	0.78083	0.82828	0.80951	0.78309	0.79642
2.42	0.38605	0.3686	0.42429	0.40343	0.42345	0.31738	0.76288	0.79007	0.76553	0.61904	0.55339	0.77963	0.82695	0.80976	0.78711	0.79903
2.425	0.39191	0.37424	0.42879	0.4097	0.42871	0.31998	0.76302	0.79014	0.76674	0.62471	0.55689	0.77955	0.82559	0.80975	0.78796	0.79982
2.43	0.39715	0.38046	0.4349	0.4151	0.43431	0.3247	0.7644	0.79124	0.76902	0.6277	0.56158	0.77973	0.82524	0.80967	0.7883	0.80178
2.435	0.40258	0.38607	0.44009	0.42005	0.43839	0.32841	0.76529	0.79269	0.77009	0.63101	0.56483	0.77907	0.82419	0.80895	0.78878	0.8021
2.44	0.40876	0.39038	0.44598	0.42567	0.44372	0.33247	0.76613	0.79296	0.77169	0.63389	0.56884	0.77796	0.8243	0.80966	0.78923	0.80311
2.445	0.41366	0.39616	0.44983	0.43056	0.44793	0.33713	0.7661	0.79388	0.77173	0.63788	0.57265	0.77724	0.82255	0.80808	0.78932	0.80206
2.45	0.41925	0.4007	0.45489	0.43667	0.45331	0.3408	0.76594	0.79453	0.77376	0.64161	0.5764	0.77699	0.82191	0.80689	0.79039	0.80271
2.455	0.42399	0.40539	0.4587	0.43975	0.45775	0.34409	0.76592	0.79607	0.7738	0.6439	0.57924	0.77581	0.81914	0.80714	0.79041	0.80164
2.46	0.42868	0.41008	0.46364	0.44375	0.46147	0.34892	0.76583	0.79571	0.77445	0.64653	0.58332	0.77391	0.81828	0.80609	0.78984	0.80217
2.465	0.43376	0.41441	0.46791	0.44955	0.4658	0.3522	0.76586	0.7977	0.77547	0.64952	0.58577	0.77419	0.81544	0.80551	0.79134	0.8026
2.47	0.43874	0.41926	0.47174	0.45368	0.46986	0.35534	0.76637	0.79633	0.7746	0.65272	0.5888	0.77256	0.81575	0.8054	0.79025	0.80088
2.475	0.44362	0.42347	0.47748	0.45836	0.47488	0.35958	0.76638	0.79831	0.77636	0.65496	0.59267	0.77331	0.81495	0.80646	0.79275	0.80292
2.48	0.44885	0.43084	0.4818	0.46356	0.47998	0.36452	0.76606	0.7996	0.77821	0.65906	0.59709	0.77382	0.81499	0.80633	0.79185	0.80454
2.485	0.45194	0.4345	0.48408	0.46571	0.48274	0.36615	0.76624	0.79765	0.77638	0.6591	0.59679	0.77126	0.81283	0.80312	0.78998	0.80159
2.49	0.45494	0.43801	0.48822	0.47056	0.48597	0.36966	0.76572	0.79714	0.77578	0.66033	0.59906	0.7701	0.81079	0.80239	0.78914	0.79968
2.495	0.46047	0.44255	0.49246	0.4754	0.49032	0.37318	0.76655	0.79897	0.77809	0.66341	0.60271	0.77103	0.81115	0.80364	0.79071	0.80167
2.5	0.46262	0.44447	0.49459	0.47813	0.49323	0.37523	0.76407	0.79512	0.77476	0.66126	0.60263	0.76819	0.8072	0.80063	0.78713	0.79773
2.505	0.46611	0.44839	0.49808	0.48155	0.49656	0.37844	0.76375	0.79412	0.77536	0.66474	0.60465	0.76726	0.80436	0.79946	0.78678	0.79689
2.51	0.46932	0.45298	0.50297	0.48506	0.49999	0.38158	0.76319	0.79607	0.77635	0.6665	0.60733	0.76607	0.80426	0.80029	0.78698	0.79763
2.515	0.47293	0.45574	0.50452	0.4887	0.50354	0.38316	0.76339	0.79581	0.77602	0.6674	0.60912	0.76564	0.80178	0.79933	0.78592	0.79696
2.52	0.47667	0.45961	0.50947	0.49226	0.50711	0.38669	0.76359	0.79601	0.77596	0.66856	0.61091	0.76531	0.79898	0.79881	0.78544	0.79664
2.525	0.48035	0.46221	0.51249	0.49591	0.51055	0.38919	0.76388	0.79628	0.77651	0.66969	0.61383	0.76519	0.7998	0.79887	0.78537	0.79677
2.53	0.48431	0.4663	0.5154	0.50021	0.51446	0.392	0.76459	0.79736	0.77747	0.6723	0.61664	0.76554	0.79839	0.79825	0.78639	0.79739
2.535	0.48798	0.47003	0.51933	0.50345	0.51756	0.39409	0.76496	0.79796	0.7779	0.67477	0.61715	0.7657	0.79838	0.79938	0.78655	0.79732
2.54	0.49152	0.47414	0.52351	0.50756	0.52137	0.39789	0.76558	0.79865	0.77877	0.67712	0.62075	0.76609	0.79849	0.80005	0.78759	0.79803
2.545	0.49502	0.47607	0.52585	0.51252	0.52593	0.40004	0.76687	0.80062	0.78086	0.67839	0.62291	0.76714	0.79939	0.80147	0.78982	0.80004
2.55	0.49742	0.4801	0.52966	0.51428	0.52756	0.40143	0.7664	0.80003	0.77965	0.6801	0.62362	0.76684	0.79906	0.80021	0.78841	0.79864
2.555	0.50018	0.48529	0.53553	0.51718	0.53039	0.39862	0.76667	0.8001	0.78024	0.68175	0.62419	0.76667	0.79858	0.80068	0.78829	0.79884
2.56	0.50293	0.48441	0.53093	0.52068	0.53368	0.40835	0.76701	0.80076	0.78097	0.68145	0.62575	0.76701	0.79975	0.80063	0.78895	0.79975
2.565	0.50522	0.48907	0.53828	0.52257	0.53577	0.40594	0.76676	0.80045	0.78062	0.68173	0.62728	0.76688	0.79862	0.80022	0.78801	0.79914
2.57	0.50752	0.49066	0.54166	0.52435	0.53759	0.40857	0.76656	0.79946	0.77996	0.68381	0.63014	0.76678	0.79689	0.79917	0.78672	0.79787
2.575	0.50991	0.49272	0.54065	0.52661	0.54027	0.41119	0.76697	0.79982	0.78055	0.68333	0.63208	0.76694	0.79734	0.79971	0.78693	0.79779
2.58	0.51232	0.4966	0.54595	0.53	0.54372	0.41634	0.76735	0.8008	0.78128	0.68638	0.63261	0.7675	0.79809	0.80018	0.78775	0.79842
2.585	0.51428	0.49703	0.54072	0.53129	0.54481	0.41609	0.7671	0.80042	0.78007	0.68613	0.63318	0.76767	0.79855	0.8005	0.78633	0.79676
2.59	0.51753	0.50235	0.55252	0.53616	0.54953	0.41673	0.76875	0.80177	0.78215	0.6892	0.63471	0.76948	0.79639	0.80138	0.78822	0.79905
2.595	0.52056	0.50236	0.54889	0.54125	0.55398	0.41947	0.76982	0.8035	0.78344	0.68955	0.63579	0.77098	0.79829	0.80324	0.78987	0.80101
2.6	0.5232	0.50731	0.56255	0.5462	0.5586	0.42329	0.7711	0.80601	0.78931	0.69185	0.63733	0.7725	0.79525	0.80455	0.79211	0.80364
